Week End,Crude Volumes For The Week
02/03/1998,77.31
02/03/1998,114.61
02/03/1998,76.86
02/10/1998,75.13
02/10/1998,96.61
02/10/1998,75.26
02/17/1998,76.87
02/17/1998,113.17
02/17/1998,80.91
02/24/1998,77.78
02/24/1998,115.4
02/24/1998,82.95
03/03/1998,74.56
03/03/1998,111.14
03/03/1998,81.09
03/10/1998,75.94
03/10/1998,115.1
03/10/1998,80.46
03/17/1998,77.02
03/17/1998,111.73
03/17/1998,74.81
03/24/1998,76.46
03/24/1998,109.22
03/24/1998,75.84
03/31/1998,73.67
03/31/1998,103.42
03/31/1998,79.97
04/07/1998,70.13
04/07/1998,93.42
04/07/1998,82.74
04/14/1998,66.68
04/14/1998,103.55
04/14/1998,80.38
04/21/1998,73.33
04/21/1998,99.76
04/21/1998,58.86
04/28/1998,71.36
04/28/1998,101.38
04/28/1998,52.78
05/05/1998,72.59
05/05/1998,96.41
05/05/1998,49.37
05/12/1998,73.23
05/12/1998,101.86
05/12/1998,67.11
05/19/1998,71.65
05/19/1998,87.84
05/19/1998,66.92
05/26/1998,83.61
05/26/1998,110.99
05/26/1998,54.43
06/02/1998,78.95
06/02/1998,111.17
06/02/1998,57.8
06/09/1998,80.34
06/09/1998,108.29
06/09/1998,78.76
06/16/1998,79.51
06/16/1998,102.44
06/16/1998,81.68
06/23/1998,76.34
06/23/1998,101.92
06/23/1998,87.93
06/30/1998,80.32
06/30/1998,107.34
06/30/1998,87.83
07/07/1998,80.49
07/07/1998,87.04
07/07/1998,84.69
07/14/1998,79.06
07/14/1998,89.25
07/14/1998,85.25
07/21/1998,80.8
07/21/1998,92.91
07/21/1998,87.08
07/28/1998,78.86
07/28/1998,94.21
07/28/1998,84.82
08/04/1998,79.57
08/04/1998,113.58
08/04/1998,81.08
08/11/1998,80.03
08/11/1998,115.21
08/11/1998,82.85
08/18/1998,74.68
08/18/1998,113.77
08/18/1998,84.26
08/25/1998,71.31
08/25/1998,110.81
08/25/1998,83.51
09/01/1998,72.21
09/01/1998,115.16
09/01/1998,83.9
09/08/1998,77.42
09/08/1998,119.56
09/08/1998,86.57
09/15/1998,81.59
09/15/1998,118.85
09/15/1998,88.84
09/22/1998,80.86
09/22/1998,112.76
09/22/1998,88.1
09/29/1998,78.16
09/29/1998,106.91
09/29/1998,87.33
10/06/1998,74.76
10/06/1998,114.01
10/06/1998,85.52
10/13/1998,80.25
10/13/1998,116.19
10/13/1998,77.43
10/20/1998,79.51
10/20/1998,114.02
10/20/1998,78.28
10/27/1998,80.67
10/27/1998,100.25
10/27/1998,80.59
11/03/1998,80.52
11/03/1998,98.78
11/03/1998,80.07
11/10/1998,81.24
11/10/1998,96.35
11/10/1998,74.0
11/17/1998,80.13
11/17/1998,96.2
11/17/1998,78.3
11/24/1998,79.22
11/24/1998,109.19
11/24/1998,81.51
12/01/1998,76.3
12/01/1998,113.05
12/01/1998,76.9
12/08/1998,76.96
12/08/1998,126.93
12/08/1998,67.57
12/15/1998,80.15
12/15/1998,119.18
12/15/1998,76.97
12/22/1998,80.98
12/22/1998,117.6
12/22/1998,76.89
12/29/1998,75.79
12/29/1998,119.15
12/29/1998,75.85
01/05/1999,73.06
01/05/1999,117.74
01/05/1999,75.37
01/12/1999,81.32
01/12/1999,111.51
01/12/1999,77.98
01/19/1999,73.98
01/19/1999,116.66
01/19/1999,79.69
01/26/1999,78.26
01/26/1999,115.22
01/26/1999,85.84
02/02/1999,77.6
02/02/1999,118.34
02/02/1999,86.05
02/09/1999,79.73
02/09/1999,117.86
02/09/1999,86.43
02/16/1999,80.16
02/16/1999,117.53
02/16/1999,85.89
02/23/1999,78.93
02/23/1999,119.93
02/23/1999,84.29
03/02/1999,79.58
03/02/1999,117.29
03/02/1999,85.21
03/09/1999,79.51
03/09/1999,116.8
03/09/1999,83.66
03/16/1999,74.8
03/16/1999,116.14
03/16/1999,82.44
03/23/1999,73.83
03/23/1999,105.44
03/23/1999,83.68
03/30/1999,74.16
03/30/1999,118.75
03/30/1999,83.63
04/06/1999,65.94
04/06/1999,115.56
04/06/1999,84.82
04/13/1999,68.91
04/13/1999,116.72
04/13/1999,75.45
04/20/1999,65.3
04/20/1999,116.22
04/20/1999,72.04
04/27/1999,71.25
04/27/1999,104.55
04/27/1999,68.51
05/04/1999,71.01
05/04/1999,102.3
05/04/1999,68.82
05/11/1999,74.8
05/11/1999,99.65
05/11/1999,69.07
05/18/1999,71.16
05/18/1999,97.64
05/18/1999,71.69
05/25/1999,77.23
05/25/1999,96.87
05/25/1999,76.86
06/01/1999,77.23
06/01/1999,111.19
06/01/1999,74.95
06/08/1999,70.65
06/08/1999,123.75
06/08/1999,77.95
06/15/1999,73.25
06/15/1999,114.4
06/15/1999,79.21
06/22/1999,73.84
06/22/1999,112.53
06/22/1999,83.02
06/29/1999,76.78
06/29/1999,113.49
06/29/1999,82.94
07/06/1999,74.45
07/06/1999,112.95
07/06/1999,83.58
07/13/1999,76.95
07/13/1999,117.44
07/13/1999,84.99
07/20/1999,78.29
07/20/1999,117.12
07/20/1999,82.35
07/27/1999,77.85
07/27/1999,112.82
07/27/1999,89.27
08/03/1999,79.72
08/03/1999,111.79
08/03/1999,91.92
08/10/1999,81.09
08/10/1999,106.73
08/10/1999,85.88
08/17/1999,82.81
08/17/1999,108.28
08/17/1999,87.74
08/24/1999,82.71
08/24/1999,91.8
08/24/1999,88.08
08/31/1999,78.61
08/31/1999,86.12
08/31/1999,90.48
09/07/1999,76.73
09/07/1999,99.35
09/07/1999,90.1
09/14/1999,76.83
09/14/1999,115.28
09/14/1999,88.69
09/21/1999,62.33
09/21/1999,116.28
09/21/1999,86.91
09/28/1999,63.09
09/28/1999,117.93
09/28/1999,89.89
10/05/1999,63.2
10/05/1999,116.64
10/05/1999,90.75
10/12/1999,58.99
10/12/1999,111.27
10/12/1999,89.82
10/19/1999,59.86
10/19/1999,112.56
10/19/1999,85.38
10/26/1999,75.02
10/26/1999,105.23
10/26/1999,81.09
11/02/1999,76.45
11/02/1999,93.6
11/02/1999,83.47
11/09/1999,75.21
11/09/1999,103.57
11/09/1999,87.67
11/16/1999,73.41
11/16/1999,104.03
11/16/1999,86.15
11/23/1999,76.83
11/23/1999,110.28
11/23/1999,85.05
11/30/1999,77.18
11/30/1999,112.68
11/30/1999,82.13
12/07/1999,77.73
12/07/1999,115.33
12/07/1999,81.61
12/14/1999,79.28
12/14/1999,110.77
12/14/1999,79.71
12/21/1999,76.52
12/21/1999,109.95
12/21/1999,79.57
12/28/1999,73.97
12/28/1999,112.57
12/28/1999,80.54
01/04/2000,73.73
01/04/2000,109.33
01/04/2000,78.61
01/11/2000,76.08
01/11/2000,103.22
01/11/2000,81.59
01/18/2000,78.61
01/18/2000,102.62
01/18/2000,82.47
01/25/2000,76.78
01/25/2000,113.07
01/25/2000,83.68
02/01/2000,79.24
02/01/2000,117.86
02/01/2000,84.71
02/08/2000,80.55
02/08/2000,119.86
02/08/2000,88.48
02/15/2000,81.77
02/15/2000,118.35
02/15/2000,88.05
02/22/2000,82.57
02/22/2000,118.76
02/22/2000,88.25
02/29/2000,80.95
02/29/2000,118.75
02/29/2000,90.13
03/07/2000,82.35
03/07/2000,118.59
03/07/2000,84.32
03/14/2000,83.49
03/14/2000,119.14
03/14/2000,80.79
03/21/2000,81.01
03/21/2000,120.24
03/21/2000,76.8
03/28/2000,78.11
03/28/2000,111.47
03/28/2000,75.22
04/04/2000,78.41
04/04/2000,114.22
04/04/2000,77.54
04/11/2000,78.06
04/11/2000,109.42
04/11/2000,77.25
04/18/2000,77.62
04/18/2000,111.13
04/18/2000,75.96
04/25/2000,65.09
04/25/2000,119.97
04/25/2000,82.68
05/02/2000,64.47
05/02/2000,109.82
05/02/2000,85.1
05/09/2000,61.3
05/09/2000,101.3
05/09/2000,87.76
05/16/2000,58.81
05/16/2000,101.6
05/16/2000,85.27
05/23/2000,70.47
05/23/2000,110.01
05/23/2000,84.95
05/30/2000,76.2
05/30/2000,117.35
05/30/2000,85.12
06/06/2000,77.04
06/06/2000,118.56
06/06/2000,91.08
06/13/2000,77.96
06/13/2000,112.23
06/13/2000,86.33
06/20/2000,79.22
06/20/2000,112.15
06/20/2000,87.72
06/27/2000,78.36
06/27/2000,115.22
06/27/2000,91.11
07/04/2000,82.92
07/04/2000,114.95
07/04/2000,90.57
07/11/2000,79.9
07/11/2000,113.95
07/11/2000,90.65
07/18/2000,79.76
07/18/2000,118.28
07/18/2000,92.96
07/25/2000,80.01
07/25/2000,116.78
07/25/2000,92.07
08/01/2000,76.32
08/01/2000,116.27
08/01/2000,90.39
08/08/2000,76.89
08/08/2000,117.37
08/08/2000,89.17
08/15/2000,79.87
08/15/2000,114.73
08/15/2000,88.65
08/22/2000,80.39
08/22/2000,115.45
08/22/2000,89.08
08/29/2000,75.1
08/29/2000,112.73
08/29/2000,90.96
09/05/2000,75.16
09/05/2000,109.24
09/05/2000,84.39
09/12/2000,80.65
09/12/2000,115.15
09/12/2000,85.01
09/19/2000,79.79
09/19/2000,116.82
09/19/2000,87.06
09/26/2000,80.91
09/26/2000,115.15
09/26/2000,89.69
10/03/2000,83.16
10/03/2000,119.81
10/03/2000,92.29
10/10/2000,80.32
10/10/2000,111.16
10/10/2000,86.48
10/17/2000,79.85
10/17/2000,94.53
10/17/2000,88.0
10/24/2000,77.36
10/24/2000,90.29
10/24/2000,87.27
10/31/2000,75.31
10/31/2000,97.39
10/31/2000,87.81
11/07/2000,81.72
11/07/2000,122.1
11/07/2000,88.25
11/14/2000,80.22
11/14/2000,125.95
11/14/2000,81.27
11/21/2000,80.63
11/21/2000,127.26
11/21/2000,89.71
11/28/2000,82.45
11/28/2000,125.99
11/28/2000,88.46
12/05/2000,84.66
12/05/2000,118.26
12/05/2000,87.98
12/12/2000,79.32
12/12/2000,118.38
12/12/2000,88.41
12/19/2000,75.42
12/19/2000,121.31
12/19/2000,88.4
12/26/2000,77.88
12/26/2000,115.44
12/26/2000,87.71
01/02/2001,75.83
01/02/2001,124.55
01/02/2001,82.6
01/09/2001,72.4
01/09/2001,129.17
01/09/2001,82.07
01/16/2001,81.45
01/16/2001,131.9
01/16/2001,85.82
01/23/2001,83.62
01/23/2001,133.44
01/23/2001,89.5
01/30/2001,84.23
01/30/2001,129.86
01/30/2001,91.19
02/06/2001,81.57
02/06/2001,129.2
02/06/2001,91.76
02/13/2001,76.82
02/13/2001,129.22
02/13/2001,91.28
02/20/2001,77.32
02/20/2001,130.45
02/20/2001,91.08
02/27/2001,77.46
02/27/2001,127.18
02/27/2001,90.93
03/06/2001,82.98
03/06/2001,129.8
03/06/2001,89.47
03/13/2001,83.43
03/13/2001,128.86
03/13/2001,83.11
03/20/2001,83.02
03/20/2001,128.14
03/20/2001,81.55
03/27/2001,80.93
03/27/2001,128.39
03/27/2001,82.79
04/03/2001,76.23
04/03/2001,131.63
04/03/2001,77.58
04/10/2001,76.73
04/10/2001,125.91
04/10/2001,74.83
04/17/2001,82.44
04/17/2001,116.62
04/17/2001,68.7
04/24/2001,70.12
04/24/2001,117.32
04/24/2001,67.95
05/01/2001,75.06
05/01/2001,116.77
05/01/2001,79.61
05/08/2001,76.61
05/08/2001,122.57
05/08/2001,77.69
05/15/2001,74.11
05/15/2001,118.52
05/15/2001,55.22
05/22/2001,81.0
05/22/2001,125.6
05/22/2001,64.22
05/29/2001,83.75
05/29/2001,125.98
05/29/2001,63.69
06/05/2001,79.02
06/05/2001,124.29
06/05/2001,63.93
06/12/2001,77.75
06/12/2001,122.57
06/12/2001,65.32
06/19/2001,85.46
06/19/2001,120.67
06/19/2001,79.54
06/26/2001,81.87
06/26/2001,125.32
06/26/2001,91.57
07/03/2001,75.88
07/03/2001,124.53
07/03/2001,95.0
07/10/2001,78.55
07/10/2001,123.83
07/10/2001,94.97
07/17/2001,83.81
07/17/2001,130.85
07/17/2001,95.79
07/24/2001,84.37
07/24/2001,123.65
07/24/2001,95.52
07/31/2001,82.0
07/31/2001,127.78
07/31/2001,94.37
08/07/2001,77.76
08/07/2001,129.3
08/07/2001,93.32
08/14/2001,80.4
08/14/2001,125.93
08/14/2001,95.0
08/21/2001,81.54
08/21/2001,123.89
08/21/2001,95.34
08/28/2001,72.44
08/28/2001,121.06
08/28/2001,94.51
09/04/2001,72.29
09/04/2001,125.54
09/04/2001,87.21
09/11/2001,73.82
09/11/2001,127.8
09/11/2001,83.43
09/18/2001,68.32
09/18/2001,124.29
09/18/2001,78.23
09/25/2001,62.35
09/25/2001,103.65
09/25/2001,80.06
10/02/2001,67.41
10/02/2001,88.74
10/02/2001,71.59
10/09/2001,74.36
10/09/2001,87.55
10/09/2001,73.18
10/16/2001,75.06
10/16/2001,98.37
10/16/2001,74.53
10/23/2001,75.14
10/23/2001,107.64
10/23/2001,86.03
10/30/2001,76.91
10/30/2001,119.92
10/30/2001,89.15
11/06/2001,76.0
11/06/2001,108.93
11/06/2001,87.68
11/13/2001,77.82
11/13/2001,112.88
11/13/2001,89.24
11/20/2001,76.37
11/20/2001,118.12
11/20/2001,88.26
11/27/2001,81.02
11/27/2001,105.7
11/27/2001,88.73
12/04/2001,79.45
12/04/2001,118.33
12/04/2001,84.06
12/11/2001,78.76
12/11/2001,129.74
12/11/2001,80.54
12/18/2001,76.56
12/18/2001,129.95
12/18/2001,81.56
12/25/2001,72.41
12/25/2001,134.02
12/25/2001,81.37
01/01/2002,73.08
01/01/2002,131.71
01/01/2002,77.31
01/08/2002,73.6
01/08/2002,134.21
01/08/2002,89.16
01/15/2002,73.34
01/15/2002,135.69
01/15/2002,91.5
01/22/2002,76.05
01/22/2002,122.7
01/22/2002,90.27
01/29/2002,75.17
01/29/2002,128.92
01/29/2002,89.52
02/05/2002,76.52
02/05/2002,131.87
02/05/2002,88.61
02/12/2002,74.71
02/12/2002,132.76
02/12/2002,88.33
02/19/2002,73.94
02/19/2002,132.2
02/19/2002,89.98
02/26/2002,71.64
02/26/2002,126.82
02/26/2002,89.12
03/05/2002,73.98
03/05/2002,127.46
03/05/2002,87.75
03/12/2002,69.33
03/12/2002,122.85
03/12/2002,87.29
03/19/2002,72.88
03/19/2002,116.08
03/19/2002,85.27
03/26/2002,77.27
03/26/2002,129.51
03/26/2002,86.39
04/02/2002,79.11
04/02/2002,128.91
04/02/2002,79.06
04/09/2002,63.35
04/09/2002,123.25
04/09/2002,73.38
04/16/2002,66.65
04/16/2002,117.93
04/16/2002,72.04
04/23/2002,69.9
04/23/2002,126.48
04/23/2002,61.81
04/30/2002,72.7
04/30/2002,132.23
04/30/2002,62.01
05/07/2002,73.67
05/07/2002,125.69
05/07/2002,66.65
05/14/2002,79.25
05/14/2002,117.04
05/14/2002,71.49
05/21/2002,79.99
05/21/2002,115.09
05/21/2002,77.96
05/28/2002,72.47
05/28/2002,120.21
05/28/2002,82.85
06/04/2002,71.98
06/04/2002,127.35
06/04/2002,84.08
06/11/2002,72.5
06/11/2002,128.52
06/11/2002,81.08
06/18/2002,74.94
06/18/2002,125.62
06/18/2002,80.53
06/25/2002,74.75
06/25/2002,124.74
06/25/2002,76.32
07/02/2002,74.52
07/02/2002,129.8
07/02/2002,78.49
07/09/2002,80.46
07/09/2002,127.0
07/09/2002,85.73
07/16/2002,80.81
07/16/2002,124.88
07/16/2002,86.5
07/23/2002,79.93
07/23/2002,128.13
07/23/2002,89.85
07/30/2002,78.24
07/30/2002,129.45
07/30/2002,89.6
08/06/2002,78.36
08/06/2002,126.77
08/06/2002,83.97
08/13/2002,79.52
08/13/2002,129.34
08/13/2002,91.18
08/20/2002,82.92
08/20/2002,127.72
08/20/2002,91.21
08/27/2002,81.7
08/27/2002,129.12
08/27/2002,90.71
09/03/2002,71.78
09/03/2002,132.32
09/03/2002,90.51
09/10/2002,78.97
09/10/2002,125.02
09/10/2002,87.5
09/17/2002,79.26
09/17/2002,133.97
09/17/2002,89.62
09/24/2002,76.79
09/24/2002,132.14
09/24/2002,91.18
10/01/2002,76.49
10/01/2002,130.29
10/01/2002,89.96
10/08/2002,75.6
10/08/2002,131.37
10/08/2002,87.63
10/15/2002,71.27
10/15/2002,133.06
10/15/2002,83.79
10/22/2002,77.57
10/22/2002,133.03
10/22/2002,83.56
10/29/2002,72.79
10/29/2002,130.76
10/29/2002,81.95
11/05/2002,75.41
11/05/2002,126.08
11/05/2002,81.08
11/12/2002,78.23
11/12/2002,129.46
11/12/2002,79.49
11/19/2002,80.12
11/19/2002,136.66
11/19/2002,78.33
11/26/2002,79.31
11/26/2002,138.19
11/26/2002,81.89
12/03/2002,78.58
12/03/2002,134.96
12/03/2002,82.43
12/10/2002,75.38
12/10/2002,134.09
12/10/2002,84.52
12/17/2002,68.63
12/17/2002,136.45
12/17/2002,83.16
12/24/2002,75.13
12/24/2002,140.3
12/24/2002,81.42
12/31/2002,76.93
12/31/2002,140.74
12/31/2002,80.96
01/07/2003,76.95
01/07/2003,134.14
01/07/2003,89.27
01/14/2003,79.37
01/14/2003,133.25
01/14/2003,88.29
01/21/2003,77.67
01/21/2003,127.46
01/21/2003,88.33
01/28/2003,76.91
01/28/2003,131.28
01/28/2003,82.62
02/04/2003,72.37
02/04/2003,135.94
02/04/2003,82.09
02/11/2003,75.5
02/11/2003,135.86
02/11/2003,81.28
02/18/2003,81.68
02/18/2003,123.07
02/18/2003,83.03
02/25/2003,75.28
02/25/2003,133.99
02/25/2003,91.45
03/04/2003,74.74
03/04/2003,130.17
03/04/2003,85.91
03/11/2003,76.43
03/11/2003,133.53
03/11/2003,81.85
03/18/2003,81.26
03/18/2003,142.06
03/18/2003,80.92
03/25/2003,76.04
03/25/2003,141.79
03/25/2003,83.08
04/01/2003,74.54
04/01/2003,140.55
04/01/2003,74.54
04/08/2003,75.61
04/08/2003,135.19
04/08/2003,65.77
04/15/2003,70.21
04/15/2003,134.85
04/15/2003,68.89
04/22/2003,69.72
04/22/2003,137.38
04/22/2003,82.59
04/29/2003,74.36
04/29/2003,134.79
04/29/2003,86.3
05/06/2003,83.5
05/06/2003,139.33
05/06/2003,88.4
05/13/2003,80.76
05/13/2003,132.46
05/13/2003,89.14
05/20/2003,80.17
05/20/2003,133.93
05/20/2003,86.97
05/27/2003,83.61
05/27/2003,138.15
05/27/2003,88.45
06/03/2003,78.72
06/03/2003,138.75
06/03/2003,85.91
06/10/2003,72.23
06/10/2003,134.25
06/10/2003,89.24
06/17/2003,77.05
06/17/2003,135.96
06/17/2003,87.27
06/24/2003,81.11
06/24/2003,133.44
06/24/2003,85.8
07/01/2003,79.07
07/01/2003,134.87
07/01/2003,87.65
07/08/2003,78.18
07/08/2003,138.6
07/08/2003,87.13
07/15/2003,71.06
07/15/2003,137.62
07/15/2003,86.92
07/22/2003,73.5
07/22/2003,135.3
07/22/2003,86.09
07/29/2003,80.02
07/29/2003,134.31
07/29/2003,84.32
08/05/2003,81.03
08/05/2003,140.6
08/05/2003,85.31
08/12/2003,84.43
08/12/2003,141.47
08/12/2003,82.75
08/19/2003,43.73
08/19/2003,140.89
08/19/2003,84.44
08/26/2003,68.29
08/26/2003,139.29
08/26/2003,84.98
09/02/2003,81.93
09/02/2003,137.84
09/02/2003,86.45
09/09/2003,78.44
09/09/2003,136.42
09/09/2003,85.7
09/16/2003,80.27
09/16/2003,136.71
09/16/2003,87.11
09/23/2003,82.44
09/23/2003,119.53
09/23/2003,91.35
09/30/2003,83.49
09/30/2003,104.91
09/30/2003,95.66
10/07/2003,79.3
10/07/2003,111.44
10/07/2003,89.92
10/14/2003,78.65
10/14/2003,116.69
10/14/2003,88.72
10/21/2003,75.21
10/21/2003,134.44
10/21/2003,96.24
10/28/2003,75.34
10/28/2003,139.89
10/28/2003,97.22
11/04/2003,75.78
11/04/2003,139.98
11/04/2003,94.81
11/11/2003,72.63
11/11/2003,139.04
11/11/2003,94.32
11/18/2003,72.33
11/18/2003,138.83
11/18/2003,89.13
11/25/2003,70.53
11/25/2003,137.7
11/25/2003,88.54
12/02/2003,75.07
12/02/2003,136.5
12/02/2003,94.03
12/09/2003,71.46
12/09/2003,138.2
12/09/2003,94.25
12/16/2003,73.78
12/16/2003,137.68
12/16/2003,92.4
12/23/2003,76.22
12/23/2003,136.89
12/23/2003,91.34
12/30/2003,76.49
12/30/2003,137.76
12/30/2003,89.78
01/06/2004,80.3
01/06/2004,138.9
01/06/2004,92.07
01/13/2004,81.85
01/13/2004,134.24
01/13/2004,98.27
01/20/2004,83.41
01/20/2004,134.29
01/20/2004,95.73
01/27/2004,81.3
01/27/2004,136.55
01/27/2004,96.83
02/03/2004,82.56
02/03/2004,137.9
02/03/2004,92.25
02/10/2004,81.81
02/10/2004,138.6
02/10/2004,89.1
02/17/2004,81.04
02/17/2004,139.93
02/17/2004,93.08
02/24/2004,83.4
02/24/2004,136.41
02/24/2004,92.64
03/02/2004,83.07
03/02/2004,135.8
03/02/2004,89.67
03/09/2004,83.57
03/09/2004,136.36
03/09/2004,90.87
03/16/2004,81.13
03/16/2004,136.21
03/16/2004,89.2
03/23/2004,80.7
03/23/2004,134.69
03/23/2004,94.38
03/30/2004,77.08
03/30/2004,136.7
03/30/2004,97.4
04/06/2004,81.76
04/06/2004,136.45
04/06/2004,87.3
04/13/2004,83.77
04/13/2004,139.08
04/13/2004,87.36
04/20/2004,79.86
04/20/2004,140.42
04/20/2004,80.29
04/27/2004,75.21
04/27/2004,128.85
04/27/2004,74.34
05/04/2004,75.76
05/04/2004,126.58
05/04/2004,70.2
05/11/2004,77.95
05/11/2004,125.47
05/11/2004,72.34
05/18/2004,75.39
05/18/2004,123.76
05/18/2004,84.27
05/25/2004,79.36
05/25/2004,126.04
05/25/2004,78.74
06/01/2004,78.15
06/01/2004,134.56
06/01/2004,69.88
06/08/2004,77.33
06/08/2004,135.34
06/08/2004,77.01
06/15/2004,80.02
06/15/2004,135.65
06/15/2004,92.83
06/22/2004,82.41
06/22/2004,135.19
06/22/2004,97.97
06/29/2004,81.06
06/29/2004,139.71
06/29/2004,99.91
07/06/2004,82.77
07/06/2004,137.43
07/06/2004,95.87
07/13/2004,85.13
07/13/2004,138.82
07/13/2004,95.41
07/20/2004,80.83
07/20/2004,141.61
07/20/2004,97.46
07/27/2004,81.6
07/27/2004,141.33
07/27/2004,98.57
08/03/2004,81.07
08/03/2004,140.77
08/03/2004,95.87
08/10/2004,81.93
08/10/2004,140.35
08/10/2004,98.4
08/17/2004,83.38
08/17/2004,138.33
08/17/2004,99.56
08/24/2004,82.24
08/24/2004,137.05
08/24/2004,98.02
08/31/2004,82.65
08/31/2004,119.47
08/31/2004,96.71
09/07/2004,82.33
09/07/2004,139.41
09/07/2004,98.99
09/14/2004,82.89
09/14/2004,136.84
09/14/2004,96.83
09/21/2004,75.76
09/21/2004,139.15
09/21/2004,95.72
09/28/2004,72.3
09/28/2004,117.51
09/28/2004,94.77
10/05/2004,76.73
10/05/2004,130.52
10/05/2004,94.24
10/12/2004,83.23
10/12/2004,123.09
10/12/2004,94.36
10/19/2004,84.03
10/19/2004,114.16
10/19/2004,94.12
10/26/2004,80.56
10/26/2004,113.16
10/26/2004,85.3
11/02/2004,83.18
11/02/2004,117.62
11/02/2004,96.37
11/09/2004,80.94
11/09/2004,107.44
11/09/2004,96.67
11/16/2004,76.53
11/16/2004,130.83
11/16/2004,95.3
11/23/2004,77.15
11/23/2004,134.1
11/23/2004,94.59
11/30/2004,76.36
11/30/2004,131.93
11/30/2004,86.41
12/07/2004,76.47
12/07/2004,141.26
12/07/2004,92.28
12/14/2004,78.0
12/14/2004,142.81
12/14/2004,87.13
12/21/2004,76.07
12/21/2004,145.61
12/21/2004,78.85
12/28/2004,76.15
12/28/2004,146.43
12/28/2004,91.94
01/04/2005,78.36
01/04/2005,145.33
01/04/2005,94.18
01/11/2005,76.03
01/11/2005,138.2
01/11/2005,94.91
01/18/2005,76.55
01/18/2005,140.28
01/18/2005,92.67
01/25/2005,71.55
01/25/2005,147.21
01/25/2005,93.0
02/01/2005,72.83
02/01/2005,137.82
02/01/2005,96.88
02/08/2005,75.12
02/08/2005,138.1
02/08/2005,97.5
02/15/2005,75.27
02/15/2005,139.29
02/15/2005,97.0
02/22/2005,74.46
02/22/2005,139.67
02/22/2005,96.36
03/01/2005,75.99
03/01/2005,147.38
03/01/2005,95.41
03/08/2005,76.72
03/08/2005,145.63
03/08/2005,88.71
03/15/2005,75.95
03/15/2005,144.69
03/15/2005,87.67
03/22/2005,74.92
03/22/2005,144.56
03/22/2005,83.2
03/29/2005,74.89
03/29/2005,146.66
03/29/2005,84.4
04/05/2005,75.98
04/05/2005,136.88
04/05/2005,73.86
04/12/2005,70.38
04/12/2005,139.72
04/12/2005,69.79
04/19/2005,63.93
04/19/2005,136.6
04/19/2005,72.11
04/26/2005,61.72
04/26/2005,136.14
04/26/2005,82.68
05/03/2005,66.08
05/03/2005,142.66
05/03/2005,83.0
05/10/2005,66.68
05/10/2005,143.48
05/10/2005,95.78
05/17/2005,66.6
05/17/2005,135.88
05/17/2005,98.86
05/24/2005,71.66
05/24/2005,125.05
05/24/2005,100.76
05/31/2005,70.01
05/31/2005,130.23
05/31/2005,98.42
06/07/2005,69.2
06/07/2005,126.14
06/07/2005,97.16
06/14/2005,65.48
06/14/2005,133.1
06/14/2005,95.45
06/21/2005,63.72
06/21/2005,137.13
06/21/2005,99.74
06/28/2005,62.99
06/28/2005,139.81
06/28/2005,97.32
07/05/2005,59.53
07/05/2005,141.1
07/05/2005,97.28
07/12/2005,50.71
07/12/2005,142.96
07/12/2005,94.6
07/19/2005,52.24
07/19/2005,142.27
07/19/2005,93.92
07/26/2005,64.25
07/26/2005,141.84
07/26/2005,91.84
08/02/2005,66.75
08/02/2005,144.88
08/02/2005,92.64
08/09/2005,65.94
08/09/2005,142.68
08/09/2005,74.83
08/16/2005,66.79
08/16/2005,141.71
08/16/2005,85.74
08/23/2005,66.71
08/23/2005,143.91
08/23/2005,88.32
08/30/2005,64.29
08/30/2005,141.76
08/30/2005,100.4
09/06/2005,58.67
09/06/2005,142.68
09/06/2005,102.25
09/13/2005,59.37
09/13/2005,142.39
09/13/2005,89.02
09/20/2005,59.65
09/20/2005,141.94
09/20/2005,82.84
09/27/2005,60.26
09/27/2005,138.86
09/27/2005,78.84
10/04/2005,53.82
10/04/2005,140.85
10/04/2005,88.39
10/11/2005,57.94
10/11/2005,142.06
10/11/2005,90.67
10/18/2005,56.32
10/18/2005,138.61
10/18/2005,93.71
10/25/2005,64.38
10/25/2005,141.69
10/25/2005,90.56
11/01/2005,65.39
11/01/2005,142.89
11/01/2005,96.19
11/08/2005,61.71
11/08/2005,138.92
11/08/2005,95.22
11/15/2005,60.51
11/15/2005,138.36
11/15/2005,100.77
11/22/2005,63.63
11/22/2005,138.97
11/22/2005,98.15
11/29/2005,59.9
11/29/2005,137.55
11/29/2005,98.51
12/06/2005,62.03
12/06/2005,130.92
12/06/2005,94.0
12/13/2005,60.0
12/13/2005,136.68
12/13/2005,89.72
12/20/2005,62.35
12/20/2005,138.1
12/20/2005,92.58
12/27/2005,63.89
12/27/2005,138.59
12/27/2005,99.85
01/03/2006,61.56
01/03/2006,130.79
01/03/2006,99.77
01/10/2006,61.89
01/10/2006,130.28
01/10/2006,98.93
01/17/2006,61.97
01/17/2006,138.02
01/17/2006,97.6
01/24/2006,60.2
01/24/2006,139.2
01/24/2006,96.28
01/31/2006,64.3
01/31/2006,135.97
01/31/2006,94.72
02/07/2006,64.79
02/07/2006,137.13
02/07/2006,100.42
02/14/2006,61.94
02/14/2006,138.02
02/14/2006,98.08
02/21/2006,66.26
02/21/2006,135.35
02/21/2006,98.28
02/28/2006,65.61
02/28/2006,137.9
02/28/2006,94.62
03/07/2006,62.21
03/07/2006,136.28
03/07/2006,90.62
03/14/2006,62.63
03/14/2006,133.9
