Week End,Crude Volumes For The Week
03/14/2006,88.91
03/21/2006,66.45
03/21/2006,140.71
03/21/2006,89.09
03/28/2006,65.73
03/28/2006,143.28
03/28/2006,95.56
04/04/2006,64.32
04/04/2006,140.23
04/04/2006,77.27
04/11/2006,46.19
04/11/2006,119.02
04/11/2006,73.16
04/18/2006,50.29
04/18/2006,134.38
04/18/2006,71.14
04/25/2006,50.62
04/25/2006,136.78
04/25/2006,64.18
05/02/2006,50.76
05/02/2006,121.84
05/02/2006,70.74
05/09/2006,51.32
05/09/2006,104.84
05/09/2006,76.99
05/16/2006,50.48
05/16/2006,109.06
05/16/2006,80.03
05/23/2006,47.95
05/23/2006,105.04
05/23/2006,75.01
05/30/2006,60.79
05/30/2006,123.42
05/30/2006,83.57
06/06/2006,62.92
06/06/2006,133.46
06/06/2006,80.36
06/13/2006,66.36
06/13/2006,134.65
06/13/2006,80.91
06/20/2006,67.32
06/20/2006,133.8
06/20/2006,78.52
06/27/2006,46.58
06/27/2006,141.09
06/27/2006,87.92
07/04/2006,63.84
07/04/2006,143.54
07/04/2006,80.99
07/11/2006,63.86
07/11/2006,142.62
07/11/2006,96.45
07/18/2006,64.73
07/18/2006,143.45
07/18/2006,99.73
07/25/2006,67.29
07/25/2006,143.31
07/25/2006,100.48
08/01/2006,66.38
08/01/2006,144.0
08/01/2006,99.45
08/08/2006,65.26
08/08/2006,142.91
08/08/2006,95.34
08/15/2006,66.73
08/15/2006,145.72
08/15/2006,97.18
08/22/2006,64.23
08/22/2006,145.37
08/22/2006,101.7
08/29/2006,68.01
08/29/2006,144.92
08/29/2006,100.02
09/05/2006,69.83
09/05/2006,142.13
09/05/2006,100.32
09/12/2006,68.66
09/12/2006,141.99
09/12/2006,100.09
09/19/2006,63.77
09/19/2006,138.28
09/19/2006,100.98
09/26/2006,62.17
09/26/2006,119.05
09/26/2006,100.8
10/03/2006,62.83
10/03/2006,119.37
10/03/2006,98.09
10/10/2006,60.75
10/10/2006,120.27
10/10/2006,99.37
10/17/2006,56.71
10/17/2006,110.65
10/17/2006,94.59
10/24/2006,58.95
10/24/2006,108.71
10/24/2006,90.08
10/31/2006,56.69
10/31/2006,126.67
10/31/2006,97.78
11/07/2006,54.21
11/07/2006,135.94
11/07/2006,102.26
11/14/2006,54.14
11/14/2006,137.6
11/14/2006,98.91
11/21/2006,56.91
11/21/2006,137.85
11/21/2006,91.74
11/28/2006,62.37
11/28/2006,135.2
11/28/2006,89.86
12/05/2006,64.81
12/05/2006,139.8
12/05/2006,87.45
12/12/2006,64.37
12/12/2006,125.59
12/12/2006,87.47
12/19/2006,63.14
12/19/2006,139.83
12/19/2006,89.03
12/26/2006,65.08
12/26/2006,142.86
12/26/2006,92.28
01/02/2007,65.33
01/02/2007,140.14
01/02/2007,93.81
01/09/2007,61.37
01/09/2007,140.62
01/09/2007,95.3
01/16/2007,62.55
01/16/2007,140.15
01/16/2007,82.47
01/23/2007,60.67
01/23/2007,139.07
01/23/2007,87.15
01/30/2007,61.94
01/30/2007,138.96
01/30/2007,100.48
02/06/2007,60.52
02/06/2007,138.86
02/06/2007,97.53
02/13/2007,59.04
02/13/2007,141.35
02/13/2007,93.85
02/20/2007,49.19
02/20/2007,140.59
02/20/2007,92.62
02/27/2007,47.37
02/27/2007,143.5
02/27/2007,95.77
03/06/2007,53.93
03/06/2007,146.47
03/06/2007,99.08
03/13/2007,54.59
03/13/2007,138.3
03/13/2007,97.31
03/20/2007,58.0
03/20/2007,131.74
03/20/2007,97.41
03/27/2007,61.9
03/27/2007,137.05
03/27/2007,95.75
04/03/2007,61.97
04/03/2007,144.42
04/03/2007,87.12
04/10/2007,61.99
04/10/2007,142.75
04/10/2007,82.59
04/17/2007,61.79
04/17/2007,144.17
04/17/2007,83.75
04/24/2007,60.28
04/24/2007,133.86
04/24/2007,84.2
05/01/2007,57.47
05/01/2007,134.42
05/01/2007,80.92
05/08/2007,62.03
05/08/2007,134.42
05/08/2007,83.73
05/15/2007,53.44
05/15/2007,128.37
05/15/2007,90.04
05/22/2007,62.23
05/22/2007,134.65
05/22/2007,94.07
05/29/2007,60.31
05/29/2007,143.15
05/29/2007,94.53
06/05/2007,60.14
06/05/2007,144.15
06/05/2007,82.71
06/12/2007,62.07
06/12/2007,145.35
06/12/2007,88.17
06/19/2007,63.95
06/19/2007,142.64
06/19/2007,98.16
06/26/2007,64.48
06/26/2007,143.14
06/26/2007,99.14
07/03/2007,65.85
07/03/2007,147.72
07/03/2007,102.95
07/10/2007,63.4
07/10/2007,146.89
07/10/2007,98.46
07/17/2007,55.79
07/17/2007,147.44
07/17/2007,101.41
07/24/2007,58.89
07/24/2007,143.77
07/24/2007,99.94
07/31/2007,60.73
07/31/2007,143.86
07/31/2007,99.33
08/07/2007,60.65
08/07/2007,147.0
08/07/2007,102.66
08/14/2007,62.04
08/14/2007,146.95
08/14/2007,101.6
08/21/2007,54.47
08/21/2007,146.29
08/21/2007,99.67
08/28/2007,55.69
08/28/2007,142.42
08/28/2007,96.9
09/04/2007,54.77
09/04/2007,143.86
09/04/2007,89.98
09/11/2007,54.37
09/11/2007,140.49
09/11/2007,88.58
09/18/2007,53.53
09/18/2007,141.35
09/18/2007,86.06
09/25/2007,55.3
09/25/2007,135.59
09/25/2007,92.22
10/02/2007,56.0
10/02/2007,137.37
10/02/2007,92.92
10/09/2007,53.33
10/09/2007,137.75
10/09/2007,92.21
10/16/2007,56.14
10/16/2007,128.97
10/16/2007,95.18
10/23/2007,58.02
10/23/2007,112.61
10/23/2007,93.76
10/30/2007,59.89
10/30/2007,109.21
10/30/2007,99.68
11/06/2007,58.88
11/06/2007,113.94
11/06/2007,97.59
11/13/2007,64.28
11/13/2007,122.88
11/13/2007,93.17
11/20/2007,52.62
11/20/2007,122.54
11/20/2007,95.37
11/27/2007,54.84
11/27/2007,130.36
11/27/2007,91.66
12/04/2007,61.09
12/04/2007,134.76
12/04/2007,90.19
12/11/2007,60.24
12/11/2007,135.98
12/11/2007,94.21
12/18/2007,60.67
12/18/2007,139.39
12/18/2007,88.13
12/25/2007,61.14
12/25/2007,140.15
12/25/2007,98.32
01/01/2008,61.35
01/01/2008,146.65
01/01/2008,100.23
01/08/2008,61.72
01/08/2008,144.43
01/08/2008,87.6
01/15/2008,63.49
01/15/2008,145.53
01/15/2008,87.55
01/22/2008,65.09
01/22/2008,146.6
01/22/2008,84.12
01/29/2008,66.06
01/29/2008,148.44
01/29/2008,77.63
02/05/2008,64.24
02/05/2008,137.3
02/05/2008,68.53
02/12/2008,64.73
02/12/2008,139.35
02/12/2008,79.58
02/19/2008,64.15
02/19/2008,143.95
02/19/2008,83.55
02/26/2008,64.04
02/26/2008,144.24
02/26/2008,76.76
03/04/2008,62.58
03/04/2008,143.6
03/04/2008,69.43
03/11/2008,62.43
03/11/2008,139.17
03/11/2008,71.0
03/18/2008,51.58
03/18/2008,134.14
03/18/2008,65.84
03/25/2008,54.09
03/25/2008,130.99
03/25/2008,67.96
04/01/2008,53.7
04/01/2008,132.84
04/01/2008,62.74
04/08/2008,64.49
04/08/2008,130.52
04/08/2008,66.97
04/15/2008,66.82
04/15/2008,130.45
04/15/2008,71.42
04/22/2008,65.04
04/22/2008,133.94
04/22/2008,68.05
04/29/2008,62.01
04/29/2008,138.0
04/29/2008,63.73
05/06/2008,61.72
05/06/2008,136.2
05/06/2008,69.88
05/13/2008,61.22
05/13/2008,136.62
05/13/2008,74.77
05/20/2008,62.15
05/20/2008,138.41
05/20/2008,79.99
05/27/2008,54.8
05/27/2008,140.1
05/27/2008,81.9
06/03/2008,55.14
06/03/2008,137.78
06/03/2008,77.89
06/10/2008,58.05
06/10/2008,144.68
06/10/2008,83.74
06/17/2008,57.9
06/17/2008,139.28
06/17/2008,81.48
06/24/2008,67.82
06/24/2008,140.98
06/24/2008,79.69
07/01/2008,66.85
07/01/2008,145.24
07/01/2008,79.98
07/08/2008,64.68
07/08/2008,142.16
07/08/2008,72.41
07/15/2008,64.82
07/15/2008,143.64
07/15/2008,71.82
07/22/2008,63.17
07/22/2008,142.33
07/22/2008,76.81
07/29/2008,63.33
07/29/2008,140.43
07/29/2008,79.12
08/05/2008,62.54
08/05/2008,137.7
08/05/2008,78.98
08/12/2008,64.21
08/12/2008,142.74
08/12/2008,78.65
08/19/2008,57.75
08/19/2008,120.76
08/19/2008,69.19
08/26/2008,57.59
08/26/2008,115.21
08/26/2008,71.47
09/02/2008,58.41
09/02/2008,119.89
09/02/2008,73.92
09/09/2008,58.57
09/09/2008,116.46
09/09/2008,69.96
09/16/2008,61.68
09/16/2008,119.7
09/16/2008,65.41
09/23/2008,60.6
09/23/2008,131.17
09/23/2008,68.21
09/30/2008,59.67
09/30/2008,137.41
09/30/2008,68.42
10/07/2008,61.48
10/07/2008,144.68
10/07/2008,61.56
10/14/2008,61.86
10/14/2008,145.16
10/14/2008,60.58
10/21/2008,63.77
10/21/2008,146.05
10/21/2008,47.85
10/28/2008,62.19
10/28/2008,141.37
10/28/2008,46.34
11/04/2008,60.42
11/04/2008,147.38
11/04/2008,68.2
11/11/2008,58.77
11/11/2008,121.22
11/11/2008,70.57
11/18/2008,61.7
11/18/2008,124.41
11/18/2008,79.03
11/25/2008,62.27
11/25/2008,121.8
11/25/2008,74.1
12/02/2008,59.84
12/02/2008,134.07
12/02/2008,82.9
12/09/2008,61.12
12/09/2008,143.04
12/09/2008,78.73
12/16/2008,61.57
12/16/2008,136.24
12/16/2008,79.5
12/23/2008,60.22
12/23/2008,142.1
12/23/2008,77.31
12/30/2008,58.32
12/30/2008,147.15
12/30/2008,78.23
01/06/2009,59.35
01/06/2009,141.24
01/06/2009,89.83
01/13/2009,59.03
01/13/2009,141.95
01/13/2009,77.05
01/20/2009,58.65
01/20/2009,148.11
01/20/2009,77.97
01/27/2009,54.18
01/27/2009,145.99
01/27/2009,78.83
02/03/2009,51.05
02/03/2009,146.04
02/03/2009,75.42
02/10/2009,53.46
02/10/2009,144.03
02/10/2009,78.83
02/17/2009,52.76
02/17/2009,148.29
02/17/2009,77.08
02/24/2009,60.68
02/24/2009,150.94
02/24/2009,73.82
03/03/2009,62.15
03/03/2009,143.31
03/03/2009,75.11
03/10/2009,61.48
03/10/2009,142.31
03/10/2009,79.59
03/17/2009,58.2
03/17/2009,141.5
03/17/2009,81.14
03/24/2009,56.35
03/24/2009,139.79
03/24/2009,79.08
03/31/2009,54.79
03/31/2009,142.02
03/31/2009,73.58
04/07/2009,47.52
04/07/2009,133.91
04/07/2009,65.09
04/14/2009,46.18
04/14/2009,125.47
04/14/2009,59.41
04/21/2009,43.31
04/21/2009,130.35
04/21/2009,54.99
04/28/2009,42.83
04/28/2009,125.88
04/28/2009,56.72
05/05/2009,49.52
05/05/2009,107.79
05/05/2009,66.89
05/12/2009,56.01
05/12/2009,106.86
05/12/2009,72.91
05/19/2009,62.24
05/19/2009,131.31
05/19/2009,73.87
05/26/2009,60.65
05/26/2009,137.78
05/26/2009,71.95
06/02/2009,60.42
06/02/2009,140.19
06/02/2009,54.35
06/09/2009,61.41
06/09/2009,140.5
06/09/2009,54.35
06/16/2009,61.07
06/16/2009,138.99
06/16/2009,57.26
06/23/2009,60.36
06/23/2009,145.32
06/23/2009,56.92
06/30/2009,60.07
06/30/2009,146.81
06/30/2009,60.41
07/07/2009,60.29
07/07/2009,140.81
07/07/2009,69.03
07/14/2009,62.42
07/14/2009,140.58
07/14/2009,78.79
07/21/2009,55.7
07/21/2009,143.21
07/21/2009,63.95
07/28/2009,50.87
07/28/2009,143.94
07/28/2009,69.75
08/04/2009,50.69
08/04/2009,143.55
08/04/2009,72.71
08/11/2009,52.9
08/11/2009,144.29
08/11/2009,73.78
08/18/2009,58.17
08/18/2009,141.34
08/18/2009,77.1
08/25/2009,54.48
08/25/2009,140.83
08/25/2009,78.04
09/01/2009,58.14
09/01/2009,127.82
09/01/2009,77.65
09/08/2009,54.59
09/08/2009,112.93
09/08/2009,73.86
09/15/2009,51.47
09/15/2009,111.25
09/15/2009,75.01
09/22/2009,52.47
09/22/2009,115.95
09/22/2009,81.81
09/29/2009,52.42
09/29/2009,102.82
09/29/2009,78.7
10/06/2009,50.42
10/06/2009,100.57
10/06/2009,79.95
10/13/2009,52.2
10/13/2009,107.34
10/13/2009,74.12
10/20/2009,50.14
10/20/2009,111.38
10/20/2009,75.47
10/27/2009,47.64
10/27/2009,128.34
10/27/2009,77.93
11/03/2009,53.97
11/03/2009,129.88
11/03/2009,76.88
11/10/2009,52.87
11/10/2009,132.31
11/10/2009,77.54
11/17/2009,50.8
11/17/2009,128.13
11/17/2009,77.58
11/24/2009,50.28
11/24/2009,127.48
11/24/2009,78.79
12/01/2009,49.65
12/01/2009,129.41
12/01/2009,79.35
12/08/2009,49.75
12/08/2009,128.85
12/08/2009,76.98
12/15/2009,56.0
12/15/2009,142.96
12/15/2009,72.59
12/22/2009,55.15
12/22/2009,144.25
12/22/2009,74.47
12/29/2009,52.5
12/29/2009,144.59
12/29/2009,77.61
01/05/2010,57.72
01/05/2010,144.6
01/05/2010,81.17
01/12/2010,59.73
01/12/2010,142.77
01/12/2010,73.47
01/19/2010,58.12
01/19/2010,139.25
01/19/2010,81.98
01/26/2010,58.99
01/26/2010,136.36
01/26/2010,84.02
02/02/2010,58.33
02/02/2010,128.05
02/02/2010,80.47
02/09/2010,60.07
02/09/2010,122.15
02/09/2010,77.1
02/16/2010,56.51
02/16/2010,124.73
02/16/2010,83.59
02/23/2010,54.47
02/23/2010,125.68
02/23/2010,79.11
03/02/2010,58.7
03/02/2010,123.29
03/02/2010,83.86
03/09/2010,55.99
03/09/2010,120.85
03/09/2010,81.32
03/16/2010,58.16
03/16/2010,124.94
03/16/2010,77.31
03/23/2010,59.21
03/23/2010,128.66
03/23/2010,79.57
03/30/2010,57.52
03/30/2010,137.58
03/30/2010,79.6
04/06/2010,55.27
04/06/2010,142.95
04/06/2010,71.46
04/13/2010,55.96
04/13/2010,147.02
04/13/2010,55.55
04/20/2010,54.59
04/20/2010,144.92
04/20/2010,56.86
04/27/2010,55.7
04/27/2010,142.55
04/27/2010,56.52
05/04/2010,53.3
05/04/2010,142.87
05/04/2010,56.8
05/11/2010,52.52
05/11/2010,140.83
05/11/2010,55.82
05/18/2010,57.65
05/18/2010,143.53
05/18/2010,60.86
05/25/2010,61.58
05/25/2010,142.18
05/25/2010,70.56
06/01/2010,62.45
06/01/2010,143.01
06/01/2010,75.54
06/08/2010,65.03
06/08/2010,128.89
06/08/2010,72.02
06/15/2010,64.68
06/15/2010,129.67
06/15/2010,78.24
06/22/2010,58.58
06/22/2010,133.34
06/22/2010,81.98
06/29/2010,64.25
06/29/2010,141.77
06/29/2010,77.85
07/06/2010,59.39
07/06/2010,142.25
07/06/2010,78.25
07/13/2010,57.27
07/13/2010,134.91
07/13/2010,82.94
07/20/2010,57.81
07/20/2010,143.37
07/20/2010,82.35
07/27/2010,54.46
07/27/2010,144.06
07/27/2010,84.32
08/03/2010,55.67
08/03/2010,143.23
08/03/2010,86.17
08/10/2010,56.7
08/10/2010,146.47
08/10/2010,85.5
08/17/2010,57.82
08/17/2010,137.47
08/17/2010,87.28
08/24/2010,59.15
08/24/2010,139.46
08/24/2010,86.57
08/31/2010,59.19
08/31/2010,138.98
08/31/2010,87.33
09/07/2010,60.81
09/07/2010,133.89
09/07/2010,85.95
09/14/2010,60.74
09/14/2010,142.89
09/14/2010,83.49
09/21/2010,59.84
09/21/2010,138.44
09/21/2010,73.89
09/28/2010,57.72
09/28/2010,134.1
09/28/2010,74.09
10/05/2010,56.07
10/05/2010,122.67
10/05/2010,78.81
10/12/2010,56.82
10/12/2010,100.7
10/12/2010,79.91
10/19/2010,59.04
10/19/2010,98.59
10/19/2010,83.83
10/26/2010,59.68
10/26/2010,97.21
10/26/2010,82.23
11/02/2010,57.48
11/02/2010,105.03
11/02/2010,76.45
11/09/2010,58.9
11/09/2010,106.18
11/09/2010,80.59
11/16/2010,61.7
11/16/2010,111.88
11/16/2010,81.79
11/23/2010,67.41
11/23/2010,117.87
11/23/2010,82.4
11/30/2010,67.93
11/30/2010,136.89
11/30/2010,81.45
12/07/2010,66.18
12/07/2010,136.24
12/07/2010,81.93
12/14/2010,61.45
12/14/2010,135.14
12/14/2010,80.66
12/21/2010,61.91
12/21/2010,134.08
12/21/2010,82.64
12/28/2010,58.44
12/28/2010,129.71
12/28/2010,82.16
01/04/2011,58.13
01/04/2011,127.67
01/04/2011,90.19
01/11/2011,59.48
01/11/2011,134.79
01/11/2011,85.08
01/18/2011,60.55
01/18/2011,134.68
01/18/2011,82.19
01/25/2011,56.58
01/25/2011,136.01
01/25/2011,89.56
02/01/2011,60.02
02/01/2011,131.27
02/01/2011,91.18
02/08/2011,58.69
02/08/2011,124.0
02/08/2011,89.1
02/15/2011,62.25
02/15/2011,124.78
02/15/2011,89.27
02/22/2011,63.14
02/22/2011,126.22
02/22/2011,84.37
03/01/2011,59.41
03/01/2011,133.97
03/01/2011,85.13
03/08/2011,57.41
03/08/2011,133.37
03/08/2011,89.94
03/15/2011,58.72
03/15/2011,132.99
03/15/2011,90.23
03/22/2011,59.71
03/22/2011,129.65
03/22/2011,90.13
03/29/2011,58.58
03/29/2011,128.85
03/29/2011,91.08
04/05/2011,58.32
04/05/2011,127.55
04/05/2011,84.82
04/12/2011,44.42
04/12/2011,126.02
04/12/2011,82.52
04/19/2011,41.93
04/19/2011,124.3
04/19/2011,82.02
04/26/2011,40.18
04/26/2011,127.97
04/26/2011,67.25
05/03/2011,40.25
05/03/2011,125.75
05/03/2011,58.81
05/10/2011,49.75
05/10/2011,128.46
05/10/2011,57.75
05/17/2011,55.74
05/17/2011,126.96
05/17/2011,61.95
05/24/2011,55.64
05/24/2011,114.63
05/24/2011,64.28
05/31/2011,55.06
05/31/2011,116.71
05/31/2011,78.1
06/07/2011,53.31
06/07/2011,114.25
06/07/2011,83.97
06/14/2011,56.58
06/14/2011,112.09
06/14/2011,85.17
06/21/2011,54.86
06/21/2011,103.4
06/21/2011,84.36
06/28/2011,57.59
06/28/2011,112.04
06/28/2011,91.09
07/05/2011,57.28
07/05/2011,111.47
07/05/2011,89.52
07/12/2011,56.33
07/12/2011,111.98
07/12/2011,85.56
07/19/2011,59.21
07/19/2011,112.61
07/19/2011,85.34
07/26/2011,61.23
07/26/2011,108.52
07/26/2011,77.63
08/02/2011,61.9
08/02/2011,102.36
08/02/2011,88.73
08/09/2011,60.41
08/09/2011,105.79
08/09/2011,89.23
08/16/2011,62.75
08/16/2011,110.91
08/16/2011,88.35
08/23/2011,61.42
08/23/2011,122.48
08/23/2011,89.05
08/30/2011,65.71
08/30/2011,123.65
08/30/2011,89.31
09/06/2011,60.47
09/06/2011,125.87
09/06/2011,90.14
09/13/2011,59.84
09/13/2011,123.05
09/13/2011,87.4
09/20/2011,58.86
09/20/2011,122.73
09/20/2011,90.25
09/27/2011,59.59
09/27/2011,114.62
09/27/2011,91.35
10/04/2011,57.93
10/04/2011,112.35
10/04/2011,91.83
10/11/2011,56.3
10/11/2011,108.34
10/11/2011,90.91
10/18/2011,56.19
10/18/2011,120.82
10/18/2011,75.65
10/25/2011,54.83
10/25/2011,120.9
10/25/2011,73.82
11/01/2011,55.98
11/01/2011,123.73
11/01/2011,77.18
11/08/2011,52.62
11/08/2011,121.8
11/08/2011,85.19
11/15/2011,53.2
11/15/2011,119.45
11/15/2011,83.78
11/22/2011,49.99
11/22/2011,123.7
11/22/2011,89.86
11/29/2011,48.61
11/29/2011,122.33
11/29/2011,90.25
12/06/2011,63.99
12/06/2011,112.71
12/06/2011,91.4
12/13/2011,63.81
12/13/2011,114.06
12/13/2011,90.31
12/20/2011,60.9
12/20/2011,113.52
12/20/2011,85.25
12/27/2011,61.26
12/27/2011,114.82
12/27/2011,89.1
01/03/2012,60.77
01/03/2012,113.49
01/03/2012,91.37
01/10/2012,57.7
01/10/2012,119.59
01/10/2012,89.72
01/17/2012,58.81
01/17/2012,115.83
01/17/2012,87.35
01/24/2012,48.07
01/24/2012,120.51
01/24/2012,83.86
01/31/2012,56.42
01/31/2012,129.82
01/31/2012,85.5
02/07/2012,57.74
02/07/2012,127.5
02/07/2012,89.5
02/14/2012,59.28
02/14/2012,122.18
02/14/2012,87.42
02/21/2012,58.72
02/21/2012,129.11
02/21/2012,92.5
02/28/2012,59.28
02/28/2012,129.21
02/28/2012,94.21
03/06/2012,58.16
03/06/2012,126.73
03/06/2012,94.38
03/13/2012,56.15
03/13/2012,118.49
03/13/2012,93.11
03/20/2012,49.82
03/20/2012,124.76
03/20/2012,90.5
03/27/2012,51.51
03/27/2012,130.14
03/27/2012,89.52
04/03/2012,53.48
04/03/2012,129.13
04/03/2012,79.15
04/10/2012,60.71
04/10/2012,130.7
04/10/2012,82.75
04/17/2012,59.02
04/17/2012,131.0
04/17/2012,72.94
04/24/2012,60.25
04/24/2012,129.09
04/24/2012,70.02
05/01/2012,54.34
05/01/2012,124.11
05/01/2012,68.36
05/08/2012,39.09
05/08/2012,129.16
05/08/2012,72.35
05/15/2012,45.95
05/15/2012,132.49
05/15/2012,80.47
05/22/2012,57.04
05/22/2012,129.44
05/22/2012,73.44
05/29/2012,58.09
05/29/2012,130.83
05/29/2012,77.28
06/05/2012,59.25
06/05/2012,130.46
06/05/2012,78.37
06/12/2012,57.53
06/12/2012,129.45
06/12/2012,80.55
06/19/2012,58.21
06/19/2012,130.19
06/19/2012,79.33
06/26/2012,58.1
06/26/2012,130.15
06/26/2012,80.99
07/03/2012,55.8
07/03/2012,133.22
07/03/2012,83.39
07/10/2012,55.26
07/10/2012,127.63
07/10/2012,82.24
07/17/2012,57.72
07/17/2012,125.81
07/17/2012,84.01
07/24/2012,60.49
07/24/2012,129.56
07/24/2012,94.39
07/31/2012,59.68
07/31/2012,134.97
07/31/2012,88.03
08/07/2012,61.77
08/07/2012,134.22
08/07/2012,92.42
08/14/2012,61.32
08/14/2012,132.77
08/14/2012,93.37
08/21/2012,61.06
08/21/2012,131.48
08/21/2012,94.85
08/28/2012,63.07
08/28/2012,127.28
08/28/2012,95.88
09/04/2012,63.77
09/04/2012,116.86
09/04/2012,95.65
09/11/2012,62.38
09/11/2012,116.12
09/11/2012,96.94
09/18/2012,64.62
09/18/2012,130.5
09/18/2012,86.85
09/25/2012,61.53
09/25/2012,102.31
09/25/2012,89.27
10/02/2012,53.44
10/02/2012,108.03
10/02/2012,95.8
10/09/2012,51.89
10/09/2012,125.25
10/09/2012,94.96
10/16/2012,50.25
10/16/2012,129.62
10/16/2012,97.09
10/23/2012,55.44
10/23/2012,136.16
10/23/2012,90.64
10/30/2012,53.83
10/30/2012,134.08
10/30/2012,86.14
11/06/2012,58.94
11/06/2012,131.08
11/06/2012,88.46
11/13/2012,66.24
11/13/2012,131.86
11/13/2012,89.68
11/20/2012,64.1
11/20/2012,123.54
11/20/2012,89.5
11/27/2012,65.95
11/27/2012,134.65
11/27/2012,91.51
12/04/2012,64.96
12/04/2012,130.45
12/04/2012,97.5
12/11/2012,62.92
12/11/2012,125.88
12/11/2012,98.53
12/18/2012,64.02
12/18/2012,132.94
12/18/2012,96.49
12/25/2012,63.74
12/25/2012,131.38
12/25/2012,96.43
01/01/2013,63.69
01/01/2013,130.66
01/01/2013,97.64
01/08/2013,63.37
01/08/2013,123.07
01/08/2013,97.32
01/15/2013,54.06
01/15/2013,134.64
01/15/2013,96.64
01/22/2013,60.24
01/22/2013,133.07
01/22/2013,97.38
01/29/2013,59.37
01/29/2013,123.89
01/29/2013,95.43
02/05/2013,52.98
02/05/2013,123.62
02/05/2013,91.95
02/12/2013,53.22
02/12/2013,117.8
02/12/2013,94.33
02/19/2013,54.5
02/19/2013,132.62
02/19/2013,88.02
02/26/2013,51.42
02/26/2013,134.86
02/26/2013,88.74
03/05/2013,55.95
03/05/2013,131.81
03/05/2013,90.45
03/12/2013,54.3
03/12/2013,129.91
03/12/2013,90.18
03/19/2013,57.88
03/19/2013,128.34
03/19/2013,88.71
03/26/2013,53.09
03/26/2013,131.58
03/26/2013,90.0
04/02/2013,56.52
04/02/2013,130.19
04/02/2013,89.15
04/09/2013,63.61
04/09/2013,131.64
04/09/2013,83.48
04/16/2013,60.8
04/16/2013,129.94
04/16/2013,70.79
04/23/2013,59.58
04/23/2013,99.07
04/23/2013,71.07
04/30/2013,59.87
04/30/2013,92.77
04/30/2013,66.07
05/07/2013,60.41
05/07/2013,93.59
05/07/2013,64.83
05/14/2013,52.46
05/14/2013,94.56
05/14/2013,64.67
05/21/2013,56.58
05/21/2013,95.85
05/21/2013,70.18
05/28/2013,66.05
05/28/2013,91.11
05/28/2013,59.57
06/04/2013,64.23
06/04/2013,100.56
06/04/2013,62.81
06/11/2013,60.95
06/11/2013,122.82
06/11/2013,61.14
06/18/2013,64.67
06/18/2013,124.69
06/18/2013,87.84
06/25/2013,63.59
06/25/2013,126.3
06/25/2013,89.02
07/02/2013,64.82
07/02/2013,133.59
07/02/2013,84.45
07/09/2013,64.57
07/09/2013,121.49
07/09/2013,91.73
07/16/2013,65.87
07/16/2013,108.16
07/16/2013,87.47
07/23/2013,65.8
07/23/2013,100.59
07/23/2013,93.33
07/30/2013,64.84
07/30/2013,103.07
07/30/2013,97.73
08/06/2013,65.17
08/06/2013,110.56
08/06/2013,102.34
08/13/2013,63.84
08/13/2013,118.24
08/13/2013,99.22
08/20/2013,63.74
08/20/2013,128.56
08/20/2013,98.43
08/27/2013,65.14
08/27/2013,122.77
08/27/2013,98.14
09/03/2013,65.64
09/03/2013,120.49
09/03/2013,100.06
09/10/2013,62.76
09/10/2013,128.54
09/10/2013,92.56
09/17/2013,64.42
09/17/2013,124.97
09/17/2013,90.43
09/24/2013,58.76
09/24/2013,113.98
09/24/2013,65.72
10/01/2013,59.28
10/01/2013,112.64
10/01/2013,83.2
10/08/2013,59.1
10/08/2013,111.56
10/08/2013,88.53
10/15/2013,58.35
10/15/2013,112.17
10/15/2013,96.24
10/22/2013,56.05
10/22/2013,112.85
10/22/2013,89.42
10/29/2013,54.75
10/29/2013,105.69
10/29/2013,94.47
11/05/2013,46.92
11/05/2013,99.62
11/05/2013,93.29
11/12/2013,56.92
11/12/2013,111.52
11/12/2013,97.71
11/19/2013,61.11
11/19/2013,116.75
11/19/2013,96.93
11/26/2013,65.82
11/26/2013,121.66
11/26/2013,98.26
12/03/2013,66.27
12/03/2013,119.87
12/03/2013,99.25
12/10/2013,66.96
12/10/2013,118.45
12/10/2013,87.05
12/17/2013,66.49
12/17/2013,105.29
12/17/2013,87.99
12/24/2013,63.39
12/24/2013,102.18
12/24/2013,87.35
12/31/2013,62.92
12/31/2013,110.24
12/31/2013,90.84
01/07/2014,58.56
01/07/2014,108.73
01/07/2014,90.2
01/14/2014,56.51
01/14/2014,105.73
01/14/2014,90.8
01/21/2014,60.57
01/21/2014,116.39
01/21/2014,93.22
01/28/2014,57.21
01/28/2014,120.87
01/28/2014,95.29
02/04/2014,61.11
02/04/2014,117.81
02/04/2014,94.91
02/11/2014,63.34
02/11/2014,120.55
02/11/2014,94.42
02/18/2014,63.56
02/18/2014,122.55
02/18/2014,93.41
02/25/2014,63.34
02/25/2014,122.92
02/25/2014,91.07
03/04/2014,61.7
03/04/2014,115.58
03/04/2014,91.0
03/11/2014,62.19
03/11/2014,94.02
03/11/2014,91.29
03/18/2014,59.4
03/18/2014,99.29
03/18/2014,90.26
03/25/2014,62.94
03/25/2014,100.91
03/25/2014,91.02
04/01/2014,61.47
04/01/2014,92.84
04/01/2014,94.82
04/08/2014,57.56
04/08/2014,97.83
04/08/2014,78.38
04/15/2014,52.16
04/15/2014,86.56
04/15/2014,80.98
04/22/2014,58.18
04/22/2014,80.38
04/22/2014,77.62
04/29/2014,60.93
